x,u,r,p
4.08818e-01,6.06087e-01,5.82505e-01,4.69266e-01
4.10822e-01,6.14437e-01,5.77939e-01,4.64125e-01
4.12826e-01,6.22787e-01,5.73402e-01,4.59032e-01
4.14830e-01,6.31137e-01,5.68894e-01,4.53988e-01
4.16834e-01,6.39487e-01,5.64414e-01,4.48990e-01
4.18838e-01,6.47837e-01,5.59962e-01,4.44040e-01
4.20842e-01,6.56187e-01,5.55539e-01,4.39137e-01
4.22846e-01,6.64537e-01,5.51143e-01,4.34280e-01
4.24850e-01,6.72887e-01,5.46775e-01,4.29470e-01
4.26854e-01,6.81237e-01,5.42435e-01,4.24705e-01
4.28858e-01,6.89587e-01,5.38123e-01,4.19985e-01
4.30862e-01,6.97937e-01,5.33838e-01,4.15311e-01
4.32866e-01,7.06287e-01,5.29581e-01,4.10681e-01
4.34870e-01,7.14637e-01,5.25350e-01,4.06096e-01
4.36874e-01,7.22987e-01,5.21147e-01,4.01554e-01
4.38878e-01,7.31337e-01,5.16971e-01,3.97056e-01
4.40882e-01,7.39687e-01,5.12821e-01,3.92602e-01
4.42886e-01,7.48037e-01,5.08698e-01,3.88190e-01
4.44890e-01,7.56387e-01,5.04602e-01,3.83821e-01
4.46894e-01,7.64737e-01,5.00532e-01,3.79494e-01
4.48898e-01,7.73087e-01,4.96489e-01,3.75209e-01
4.50902e-01,7.81437e-01,4.92471e-01,3.70965e-01
4.52906e-01,7.89788e-01,4.88480e-01,3.66763e-01
4.54910e-01,7.98138e-01,4.84515e-01,3.62601e-01
4.56914e-01,8.06488e-01,4.80575e-01,3.58480e-01
4.58918e-01,8.14838e-01,4.76661e-01,3.54400e-01
4.60922e-01,8.23188e-01,4.72773e-01,3.50359e-01
4.62926e-01,8.31538e-01,4.68910e-01,3.46358e-01
4.64930e-01,8.39888e-01,4.65072e-01,3.42396e-01
4.66934e-01,8.48238e-01,4.61259e-01,3.38472e-01
4.68938e-01,8.56588e-01,4.57472e-01,3.34588e-01
4.70942e-01,8.64938e-01,4.53709e-01,3.30742e-01
4.72946e-01,8.73288e-01,4.49972e-01,3.26933e-01
4.74950e-01,8.81638e-01,4.46259e-01,3.23163e-01
4.76954e-01,8.89988e-01,4.42570e-01,3.19429e-01
4.78958e-01,8.98338e-01,4.38906e-01,3.15733e-01
4.80962e-01,9.06688e-01,4.35266e-01,3.12073e-01
4.82966e-01,9.15038e-01,4.31651e-01,3.08450e-01
4.84970e-01,9.23388e-01,4.28059e-01,3.04863e-01
4.86974e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.88978e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.90982e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.92986e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.94990e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.96994e-01,9.27453e-01,4.26319e-01,3.03130e-01
4.98998e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.01002e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.03006e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.05010e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.07014e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.09018e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.11022e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.13026e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.15030e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.17034e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.19038e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.21042e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.23046e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.25050e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.27054e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.29058e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.31062e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.33066e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.35070e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.37074e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.39078e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.41082e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.43086e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.45090e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.47094e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.49098e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.51102e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.53106e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.55110e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.57114e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.59118e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.61122e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.63126e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.65130e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.67134e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.69138e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.71142e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.73146e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.75150e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.77154e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.79158e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.81162e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.83166e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.85170e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.87174e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.89178e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.91182e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.93186e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.95190e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.97194e-01,9.27453e-01,4.26319e-01,3.03130e-01
5.99198e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.01202e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.03206e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.05210e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.07214e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.09218e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.11222e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.13226e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.15230e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.17234e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.19238e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.21242e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.23246e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.25251e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.27255e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.29259e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.31263e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.33267e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.35271e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.37275e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.39279e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.41283e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.43287e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.45291e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.47295e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.49299e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.51303e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.53307e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.55311e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.57315e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.59319e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.61323e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.63327e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.65331e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.67335e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.69339e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.71343e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.73347e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.75351e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.77355e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.79359e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.81363e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.83367e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.85371e-01,9.27453e-01,4.26319e-01,3.03130e-01
6.87375e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.89379e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.91383e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.93387e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.95391e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.97395e-01,9.27453e-01,2.65574e-01,3.03130e-01
6.99399e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.01403e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.03407e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.05411e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.07415e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.09419e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.11423e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.13427e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.15431e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.17435e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.19439e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.21443e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.23447e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.25451e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.27455e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.29459e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.31463e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.33467e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.35471e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.37475e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.39479e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.41483e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.43487e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.45491e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.47495e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.49499e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.51503e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.53507e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.55511e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.57515e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.59519e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.61523e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.63527e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.65531e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.67535e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.69539e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.71543e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.73547e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.75551e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.77555e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.79559e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.81563e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.83567e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.85571e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.87575e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.89579e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.91583e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.93587e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.95591e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.97595e-01,9.27453e-01,2.65574e-01,3.03130e-01
7.99599e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.01603e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.03607e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.05611e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.07615e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.09619e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.11623e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.13627e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.15631e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.17635e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.19639e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.21643e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.23647e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.25651e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.27655e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.29659e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.31663e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.33667e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.35671e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.37675e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.39679e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.41683e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.43687e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.45691e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.47695e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.49699e-01,9.27453e-01,2.65574e-01,3.03130e-01
8.51703e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.53707e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.55711e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.57715e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.59719e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.61723e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.63727e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.65731e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.67735e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.69739e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.71743e-01,0.00000e+00,1.25000e-01,1.00000e-01
